month,lead_organisation,organisation_type,donor,sector,education_level,indicator,activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Wajir,Sabuli,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,154,148,NA,NA,Vulnerable Residents,302,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,6. Children resilience enhancing,302
February,Save the Children,International NGO,ECHO,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mental Health and Psychosocial Support for Accelerated Education Learners and child protection & GBV support and referral for the vulnerable children,Save the Children,Turkana,Kakuma,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,191,153,0,0,Refugees,344,"Save the children implements alternative based education in Dadaab and supports protection activities in Kakuma non-formal schools run by NRC.The project is currently under PAL, started in January and end date is March 2023",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,11,KE023,6. Children resilience enhancing,344
February,Save the Children,International NGO,Sesame,Education,ECE,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Integration of digital education in ECD,Save the Children,Garissa,Dadaab,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,136,217,0,0,Refugees,353,"A pilot project implemented by Save the Children on integration of digital education in ECD in one of the non-formal education centers, Badbadho ABE. The activity started in January 2023 to Februaty 2023. Ongoing activities aim to follow up with the children reached to ensure achievement of learning outcomes",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,1,KE007,1. Access ECD spaces/schools,353
April,Population Council,International NGO,Wellspring Philanthropic Fund,Education,All Basic Education,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Household visits coupled with school re-entry policy sensitization (of families and schools) to foster out-of-school parenting and pregnant girls' return to school,Homa Bay County,Homa Bay,All subcounties,2022-01-01T00:00:00Z,2022-04-01T00:00:00Z,Completed,301,401,4000,1000,Vulnerable Residents,5702,NA,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,1,KE043,1. Access ECD spaces/schools,5702
July,Save the Children,International NGO,ECHO,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mental Health and Psychosocial Support for Accelerated Education Learners and child protection & GBV support and referral for the vulnerable children,Save the Children,Garissa,Dadaab,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,65,83,0,0,Refugees,148,These are the number of boys and girls reached through psychosocial counselling and lifeskills,Copy of 5W_ Education_Jul 2023 Report_save_the_children.xlsx,1,KE007,6. Children resilience enhancing,148
July,Save the Children,International NGO,ECHO,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mental Health and Psychosocial Support for Accelerated Education Learners and child protection & GBV support and referral for the vulnerable children,Save the Children,Garissa,Dadaab,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,10,28,0,0,Refugees,38,These are the number of boys and girls reached through psychosocial counselling and lifeskills,Copy of 5W_ Education_Jul 2023 Report_save_the_children.xlsx,1,KE007,6. Children resilience enhancing,38
July,Save the Children,International NGO,UNICEF OOSC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Turkana,Turkana North,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,221,164,11,6,Vulnerable Residents,402,"Grassroot structures such as the enrollement committees(ECDS), and the national government representatives (chiefs), conducted enrollement drive campaigns where 33 oosc were enrolled in diffeent schools with the two project target sub-counties.",Copy of 5W_ Education_Jul 2023 Report_save_the_children.xlsx,NA,KE023,1. Access ECD spaces/schools,402
July,Save the Children,International NGO,UNICEF OOSC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Turkana,Kibish,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,268,211,NA,NA,Vulnerable Residents,479,"Grassroot structures such as the enrollement committees(ECDS), and the national government representatives (chiefs), conducted enrollement drive campaigns where 33 oosc were enrolled in diffeent schools with the two project target sub-counties.",Copy of 5W_ Education_Jul 2023 Report_save_the_children.xlsx,NA,KE023,1. Access ECD spaces/schools,479
July,Save the Children,International NGO,UNICEF OOSC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Provide Teachers' incentives to support largely understaffed schools and accelerated education programmes for late-entry/over aged OOSC,Save the Children,Wajir,Habasweine,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,NA,NA,2,2,Vulnerable Residents,4,Recruited incentive teachers have been trained on the best pedagogy of conducting this remedial/ catch up lesson and have received their monthly incentives,Copy of 5W_ Education_Jul 2023 Report_save_the_children.xlsx,NA,KE008,5. Educators resilience enhancing,4
July,Save the Children,International NGO,UNICEF OOSC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Provide Teachers' incentives to support largely understaffed schools and accelerated education programmes for late-entry/over aged OOSC,Save the Children,Wajir,Bute,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,Completed,NA,NA,2,1,Vulnerable Residents,3,Recruited incentive teachers have been trained on the best pedagogy of conducting this remedial/ catch up lesson and have received their monthly incentives,Copy of 5W_ Education_Jul 2023 Report_save_the_children.xlsx,NA,KE008,5. Educators resilience enhancing,3
